"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","2020-01-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  206",",,W","  106",",,W","","","","","  100",",,W","10220",",,W","10186",",,W","  128",",,W","   24",",,W","","","","","","","","","","","","","","","","","","","","","   67",",,W","   53",",,W","   78",",,W","","","","","","","","","  230",",,W","  210",",,W","","","","","","","","","","","   67",",,W","  130",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   13",",,W,2400","    0",",,W,2400","    0",",,W,2400","  200",",,W","   61",",,W","","","","","   67",",,W","10179",",,W","10119",",,W","  111",",,W","   39",",,W","","","","","","","","","","","","","","","","","","","","","   58",",,W","   34",",,W","   90",",,W","","","","","","","","","  260",",,W","  240",",,W","","","","","","","","","","","   98",",,W","  152",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-13","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","   28",",,W","","","","","   11",",,W","10288",",,W","10240",",,W","   39",",,W","   20",",,W","","","","","","","","","","","","","","","","","","","","","   73",",,W","   62",",,W","   82",",,W","","","","","","","","","   50",",,W","   70",",,W","","","","","","","","","","","   63",",,W","   81",",,W","","","","","","","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-14","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   18",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","   39",",,W","","","","","   28",",,W","10244",",,W","10200",",,W","   44",",,W","   17",",,W","","","","","","","","","","","","","","","","","","","","","   82",",,W","   58",",,W","   96",",,W","","","","","","","","","  140",",,W","  140",",,W","","","","","","","","","","","   54",",,W","   63",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-15","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","   50",",,W","","","","","   17",",,W","10200",",,W","10152",",,W","   50",",,W","   23",",,W","","","","","","","","","","","","","","","","","","","","","   65",",,W","   44",",,W","   93",",,W","","","","","","","","","  270",",,W","  270",",,W","","","","","","","","","","","   58",",,W","   89",",,W","","","","","    1",",,W","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-16","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   28",",,W,2400","    0","T,,W,2400","    0",",,W,2400","   94",",,W","    6",",,W","","","","","  -11",",,W","10149",",,W","10091",",,W","   33",",,W","   46",",,W","","","","","","","","","","","","","","","","","","","","","   62",",,W","   41",",,W","   89",",,W","","","","","","","","","  290",",,W","  270",",,W","","","","","","","","","","","   98",",,W","  179",",,W","","","","","    1",",,W","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-17","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","    6",",,W","  -60",",,W","","","",""," -172",",,W","10345",",,W","10295",",,W","  -67",",,W","   48",",,W","","","","","","","","","","","","","","","","","","","","","   35",",,W","   23",",,W","   54",",,W","","","","","","","","","  300",",,W","  310",",,W","","","","","","","","","","","  107",",,W","  188",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-18","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   94",",,W,2400","   53",",,W,2400","    0",",,W,2400","   28",",,W","  -66",",,W","","","",""," -106",",,W","10271",",,W","10193",",,W","  -50",",,W","   22",",,W","","","","","","","","","","","","","","","","","","","","","   63",",,W","   36",",,W","   93",",,W","","","","","","","","","  250",",,W","  230",",,W","","","","","","","","","","","   76",",,W","  116",",,W","","","","","    1",",,W","    1",",,W","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-19","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0","T,,W,2400","    0",",,W,2400","   30",",,W,2400","   61",",,W","  -27",",,W","","","","","  -44",",,W","10085",",,W","10030",",,W","    6",",,W","   40",",,W","","","","","","","","","","","","","","","","","","","","","   59",",,W","   41",",,W","   93",",,W","","","","","","","","","  270",",,W","  300",",,W","","","","","","","","","","","   76",",,W","  121",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-20","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   -5",",,W","  -66",",,W","","","",""," -161",",,W","10240",",,W","10190",",,W","  -67",",,W","   35",",,W","","","","","","","","","","","","","","","","","","","","","   39",",,W","   22",",,W","   55",",,W","","","","","","","","","  300",",,W","  300",",,W","","","","","","","","","","","   81",",,W","  130",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-21","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","    6",",,W","  -66",",,W","","","",""," -139",",,W","10301",",,W","10251",",,W","  -61",",,W","   19",",,W","","","","","","","","","","","","","","","","","","","","","   46",",,W","   29",",,W","   62",",,W","","","","","","","","","  360",",,W","  300",",,W","","","","","","","","","","","   58",",,W","   85",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-22","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -38",",,W","","","","","  -94",",,W","10305",",,W","10254",",,W","  -33",",,W","","","","","","","","","","","","","","","","","","","","","","","   50",",,W","   39",",,W","   60",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-23","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   83",",,W","    6",",,W","","","","","  -78",",,W","10284",",,W","10234",",,W","    0",",,W","","","","","","","","","","","","","","","","","","","","","","","   41",",,W","   27",",,W","   60",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-24","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  106",",,W","   28",",,W","","","","","  -50",",,W","10268",",,W","10220",",,W","   22",",,W","","","","","","","","","","","","","","","","","","","","","","","   47",",,W","   27",",,W","   73",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-25","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  216",",,W,2400","    0",",,W,2400","    0",",,W,2400","  106",",,W","   33",",,W","","","","","   44",",,W","10135",",,W","10075",",,W","   56",",,W","","","","","","","","","","","","","","","","","","","","","","","   89",",,W","   76",",,W","   97",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-26","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","   33",",,W","","","","","  -11",",,W","10085",",,W","10034",",,W","   28",",,W","","","","","","","","","","","","","","","","","","","","","","","   64",",,W","   47",",,W","   86",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-27","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","   28",",,W","","","","","  -28",",,W","10058",",,W","10010",",,W","   17",",,W","   28",",,W","","","","","","","","","","","","","","","","","","","","","   60",",,W","   49",",,W","   70",",,W","","","","","","","","","  300",",,W","  310",",,W","","","","","","","","","","","   45",",,W","   76",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-28","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","   28",",,W","","","","","  -44",",,W","10098",",,W","10051",",,W","    6",",,W","   38",",,W","","","","","","","","","","","","","","","","","","","","","   55",",,W","   49",",,W","   60",",,W","","","","","","","","","  300",",,W","  290",",,W","","","","","","","","","","","   67",",,W","  125",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-29","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   50",",,W","   -5",",,W","","","","","  -89",",,W","10179",",,W","10129",",,W","  -17",",,W","   30",",,W","","","","","","","","","","","","","","","","","","","","","   44",",,W","   35",",,W","   52",",,W","","","","","","","","","   10",",,W","  310",",,W","","","","","","","","","","","   63",",,W","  107",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-30","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -38",",,W","","","","","  -89",",,W","10257",",,W","10200",",,W","  -28",",,W","   19",",,W","","","","","","","","","","","","","","","","","","","","","   54",",,W","   40",",,W","   70",",,W","","","","","","","","","   40",",,W","   20",",,W","","","","","","","","","","","   58",",,W","   76",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-01-31","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","    6",",,W","","","","","  -11",",,W","10254",",,W","10207",",,W","   22",",,W","   17",",,W","","","","","","","","","","","","","","","","","","","","","   71",",,W","   63",",,W","   93",",,W","","","","","","","","","  110",",,W","  130",",,W","","","","","","","","","","","   36",",,W","   49",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","   28",",,W","","","","","   17",",,W","10119",",,W","10071",",,W","   33",",,W","    9",",,W","","","","","","","","","","","","","","","","","","","","","   79",",,W","   67",",,W","   89",",,W","","","","","","","","","  300",",,W","  300",",,W","","","","","","","","","","","   36",",,W","   45",",,W","","","","","    1",",,W","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   18",",,W,2400","    0","T,,W,2400","    0",",,W,2400","   72",",,W","   17",",,W","","","","","   -6",",,W","10017",",,W"," 9966",",,W","   17",",,W","   22",",,W","","","","","","","","","","","","","","","","","","","","","   75",",,W","   49",",,W","   89",",,W","","","","","","","","","  230",",,W","  240",",,W","","","","","","","","","","","   81",",,W","  121",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  139",",,W","   28",",,W","","","","","    6",",,W","10091",",,W","10037",",,W","   56",",,W","   25",",,W","","","","","","","","","","","","","","","","","","","","","   58",",,W","   39",",,W","   83",",,W","","","","","","","","","  250",",,W","  260",",,W","","","","","","","","","","","   63",",,W","   81",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  161",",,W","   61",",,W","","","","","   56",",,W","10088",",,W","10037",",,W","   83",",,W","   15",",,W","","","","","","","","","","","","","","","","","","","","","   71",",,W","   60",",,W","   82",",,W","","","","","","","","","  230",",,W","  240",",,W","","","","","","","","","","","   40",",,W","   67",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  128",",,W","   39",",,W","","","","","  -28",",,W","10152",",,W","10095",",,W","   22",",,W","   26",",,W","","","","","","","","","","","","","","","","","","","","","   57",",,W","   38",",,W","   86",",,W","","","","","","","","","  360",",,W","   20",",,W","","","","","","","","","","","   63",",,W","   89",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  130",",,W,2400","    0",",,W,2400","    0",",,W,2400","   50",",,W","   17",",,W","","","","","   28",",,W","10034",",,W"," 9986",",,W","   33",",,W","   31",",,W","","","","","","","","","","","","","","","","","","","","","   92",",,W","   53",",,W","   97",",,W","","","","","","","","","   60",",,W","   40",",,W","","","","","","","","","","","   67",",,W","   85",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   64",",,W,2400","    0","T,,W,2400","    0",",,W,2400","  133",",,W","    6",",,W","","","","","    6",",,W"," 9909",",,W"," 9821",",,W","   28",",,W","   43",",,W","","","","","","","","","","","","","","","","","","","","","   76",",,W","   48",",,W","   97",",,W","","","","","","","","","  280",",,W","  290",",,W","","","","","","","","","","","  107",",,W","  206",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   50",",,W","  -10",",,W","","","","","  -83",",,W","10207",",,W","10156",",,W","  -17",",,W","   33",",,W","","","","","","","","","","","","","","","","","","","","","   47",",,W","   41",",,W","   70",",,W","","","","","","","","","  290",",,W","  270",",,W","","","","","","","","","","","   81",",,W","  125",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","   -5",",,W","","","","","  -22",",,W","10312",",,W","10257",",,W","   11",",,W","   26",",,W","","","","","","","","","","","","","","","","","","","","","   69",",,W","   53",",,W","   79",",,W","","","","","","","","","  250",",,W","  250",",,W","","","","","","","","","","","   58",",,W","   89",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   94",",,W,2400","    0",",,W,2400","    0",",,W,2400","   83",",,W","   56",",,W","","","","","   28",",,W","10210",",,W","10169",",,W","   50",",,W","   28",",,W","","","","","","","","","","","","","","","","","","","","","   79",",,W","   56",",,W","   93",",,W","","","","","","","","","  230",",,W","  240",",,W","","","","","","","","","","","   63",",,W","  103",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   71",",,W,2400","    0",",,W,2400","    0",",,W,2400","   89",",,W","   61",",,W","","","","","   56",",,W","10139",",,W","10095",",,W","   72",",,W","   16",",,W","","","","","","","","","","","","","","","","","","","","","   85",",,W","   63",",,W","   97",",,W","","","","","","","","","  300",",,W","  300",",,W","","","","","","","","","","","   63",",,W","   94",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   33",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","   28",",,W","","","","","  -33",",,W","10193",",,W","10146",",,W","   22",",,W","   24",",,W","","","","","","","","","","","","","","","","","","","","","   52",",,W","   37",",,W","   89",",,W","","","","","","","","","  300",",,W","  300",",,W","","","","","","","","","","","   72",",,W","  121",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020-02-13","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","   99",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","   28",",,W","","","","","   17",",,W","10085",",,W","10014",",,W","   33",",,W","   19",",,W","","","","","","","","","","","","","","","","","","","","","   82",",,W","   58",",,W","   97",",,W","","","","","","","","","  290",",,W","  280",",,W","","","","","","","","","","","   63",",,W","  112",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
